1511805.54010775,-3631401.61267572,134,14.0385102411102,1.58792636637882
1511880.54010775,-3631401.61267572,135,14.0623467964249,1.63997535275912
1511955.54010775,-3631401.61267572,136,13.8401810265915,1.48364309144577
1511730.54010775,-3631476.61267572,248,14.3080113191324,1.8129535268525
1511805.54010775,-3631476.61267572,249,14.2710283891669,1.78019664985144
1511880.54010775,-3631476.61267572,250,14.2895778872987,1.79291534883922
1511955.54010775,-3631476.61267572,251,13.9846463218381,1.55426381397442
1512030.54010775,-3631476.61267572,252,13.1978960888864,1.12702376308933
1512105.54010775,-3631476.61267572,253,12.0766192975667,0.867366055025797
1512180.54010775,-3631476.61267572,254,11.4981281708079,0.870002058903009
1512255.54010775,-3631476.61267572,255,12.4988056553638,0.910397287830479
1512330.54010775,-3631476.61267572,256,13.9091362583664,1.55605684984738
1511730.54010775,-3631551.61267572,363,14.1480712979609,1.82840054377125
1511805.54010775,-3631551.61267572,364,14.6603135931369,2.16404662078174
1511880.54010775,-3631551.61267572,365,14.8426456384178,2.23402934412926
1511955.54010775,-3631551.61267572,366,14.4447084990691,1.84024716398466
1512030.54010775,-3631551.61267572,367,13.4647353457606,1.25639656570231
1512105.54010775,-3631551.61267572,368,12.1449751132824,0.881086347017986
1512180.54010775,-3631551.61267572,369,11.491191702579,0.872375022421265
1512255.54010775,-3631551.61267572,370,12.4908496900125,0.909381705935769
1512330.54010775,-3631551.61267572,371,13.8487470631032,1.52015039120751
1512405.54010775,-3631551.61267572,372,13.5500104376237,1.66873050375078
1512480.54010775,-3631551.61267572,373,11.7574006887618,1.17634710804743
1512555.54010775,-3631551.61267572,374,11.0349999330478,1.17458560178521
1512630.54010775,-3631551.61267572,375,11.3988991667609,1.40901451474877
1512705.54010775,-3631551.61267572,376,11.6165534562107,1.7242695601317
1511655.54010775,-3631626.61267572,477,12.9619517837106,1.01452375411714
1511730.54010775,-3631626.61267572,478,13.1084762359724,1.26399417416607
1511805.54010775,-3631626.61267572,479,14.3835118779938,2.01886173510374
1511880.54010775,-3631626.61267572,480,14.8844007334309,2.29299140698343
1511955.54010775,-3631626.61267572,481,14.5049251176811,1.85426736326223
1512030.54010775,-3631626.61267572,482,13.6798928991821,1.27666944547822
1512105.54010775,-3631626.61267572,483,12.6959093430939,0.944282761160321
1512180.54010775,-3631626.61267572,484,11.4856166015048,0.920374766322501
1512255.54010775,-3631626.61267572,485,11.5619830154005,0.912893547502096
1512330.54010775,-3631626.61267572,486,12.2208672888344,1.00747055732571
1512405.54010775,-3631626.61267572,487,11.8911415377805,1.11881925268395
1512480.54010775,-3631626.61267572,488,10.7560865529558,1.18472739783279
1512555.54010775,-3631626.61267572,489,10.8402710559682,1.27397854255744
1512630.54010775,-3631626.61267572,490,11.6308857681256,1.53294074447954
1512705.54010775,-3631626.61267572,491,11.6070963433175,1.76177720970509
1512780.54010775,-3631626.61267572,492,11.1330102676384,1.88995810627126
1512855.54010775,-3631626.61267572,493,11.3488000190058,1.75812943630142
1512930.54010775,-3631626.61267572,494,11.5192152229597,1.48552671316599
1513005.54010775,-3631626.61267572,495,10.895505404141,1.20353525633842
1513080.54010775,-3631626.61267572,496,11.5967460188963,1.10864894503881
1511655.54010775,-3631701.61267572,592,13.122602286948,1.04984802137972
1511730.54010775,-3631701.61267572,593,13.3891729506813,1.28727268115858
1511805.54010775,-3631701.61267572,594,14.3642928216079,1.92492211587416
1511880.54010775,-3631701.61267572,595,14.4494994346838,1.9402256657685
1511955.54010775,-3631701.61267572,596,14.2874746886756,1.71874638088374
1512030.54010775,-3631701.61267572,597,14.1174385626471,1.54091338148667
1512105.54010775,-3631701.61267572,598,13.5152026115928,1.23231697938336
1512180.54010775,-3631701.61267572,599,11.8168576034693,0.956413749613277
1512255.54010775,-3631701.61267572,600,10.6802240818357,1.17823842299474
